FBtr0475186	CR11023-RE	FBgn0031208	CR11023
FBti0062081-RA	FBti0062081	FBti0062081	FBti0062081
FBti0062134-RA	FBti0062134	FBti0062134	FBti0062134
FBti0062082-RA	FBti0062082	FBti0062082	FBti0062082
FBti0062083-RA	FBti0062083	FBti0062083	FBti0062083
FBti0062095-RA	FBti0062095	FBti0062095	FBti0062095
FBti0062098-RA	FBti0062098	FBti0062098	FBti0062098
FBti0062102-RA	FBti0062102	FBti0062102	FBti0062102
FBti0062137-RA	FBti0062137	FBti0062137	FBti0062137
FBti0062139-RA	FBti0062139	FBti0062139	FBti0062139
FBti0062140-RA	FBti0062140	FBti0062140	FBti0062140
FBti0062142-RA	FBti0062142	FBti0062142	FBti0062142
FBti0062144-RA	FBti0062144	FBti0062144	FBti0062144
FBti0062145-RA	FBti0062145	FBti0062145	FBti0062145
FBti0062147-RA	FBti0062147	FBti0062147	FBti0062147
FBti0062160-RA	FBti0062160	FBti0062160	FBti0062160
FBti0062162-RA	FBti0062162	FBti0062162	FBti0062162
FBti0062164-RA	FBti0062164	FBti0062164	FBti0062164
FBti0062165-RA	FBti0062165	FBti0062165	FBti0062165
FBti0062166-RA	FBti0062166	FBti0062166	FBti0062166
FBti0062168-RA	FBti0062168	FBti0062168	FBti0062168
FBti0062169-RA	FBti0062169	FBti0062169	FBti0062169
FBti0062171-RA	FBti0062171	FBti0062171	FBti0062171
FBti0062172-RA	FBti0062172	FBti0062172	FBti0062172
FBti0062173-RA	FBti0062173	FBti0062173	FBti0062173
FBti0062189-RA	FBti0062189	FBti0062189	FBti0062189
FBti0062191-RA	FBti0062191	FBti0062191	FBti0062191
FBtr0346692	JYalpha-RB	FBgn0267363	JYalpha
FBti0062196-RA	FBti0062196	FBti0062196	FBti0062196
FBti0062197-RA	FBti0062197	FBti0062197	FBti0062197
FBtr0333684	CR32011-RB	FBgn0052011	CR32011
FBtr0089182	CR32011-RA	FBgn0052011	CR32011
FBti0062198-RA	FBti0062198	FBti0062198	FBti0062198
FBti0062199-RA	FBti0062199	FBti0062199	FBti0062199
FBtr0333683	CR32010-RB	FBgn0052010	CR32010
FBtr0089181	CR32010-RA	FBgn0052010	CR32010
FBti0020402-RA	FBti0020402	FBti0020402	FBti0020402
FBti0020403-RA	FBti0020403	FBti0020403	FBti0020403
FBti0062200-RA	FBti0062200	FBti0062200	FBti0062200
FBti0062214-RA	FBti0062214	FBti0062214	FBti0062214
FBtr0333682	CR32009-RB	FBgn0052009	CR32009
FBtr0089180	CR32009-RA	FBgn0052009	CR32009
FBti0062215-RA	FBti0062215	FBti0062215	FBti0062215
FBtr0308297	PlexB-RB	FBgn0025740	PlexB
FBtr0089179	PlexB-RA	FBgn0025740	PlexB
FBti0020404-RA	FBti0020404	FBti0020404	FBti0020404
FBti0020405-RA	FBti0020405	FBti0020405	FBti0020405
FBti0062217-RA	FBti0062217	FBti0062217	FBti0062217
FBtr0344900	asRNA:CR45124-RA	FBgn0266617	asRNA:CR45124
FBtr0340499	lncRNA:CR44440-RA	FBgn0265633	lncRNA:CR44440
FBti0062808-RA	FBti0062808	FBti0062808	FBti0062808
FBtr0306168	ci-RB	FBgn0004859	ci
FBtr0308074	ci-RC	FBgn0004859	ci
FBtr0089178	ci-RA	FBgn0004859	ci
FBti0062218-RA	FBti0062218	FBti0062218	FBti0062218
FBti0019472-RA	FBti0019472	FBti0019472	FBti0019472
FBti0062219-RA	FBti0062219	FBti0062219	FBti0062219
FBti0062220-RA	FBti0062220	FBti0062220	FBti0062220
FBtr0333705	asRNA:CR43957-RB	FBgn0264617	asRNA:CR43957
FBtr0333704	asRNA:CR43957-RA	FBgn0264617	asRNA:CR43957
FBti0062221-RA	FBti0062221	FBti0062221	FBti0062221
FBti0062222-RA	FBti0062222	FBti0062222	FBti0062222
FBti0062838-RA	FBti0062838	FBti0062838	FBti0062838
FBti0062862-RA	FBti0062862	FBti0062862	FBti0062862
FBtr0308296	RpS3A-RF	FBgn0017545	RpS3A
FBtr0321323	snoRNA:CD-24-RB	FBgn0263851	snoRNA:CD-24
FBtr0089176	RpS3A-RB	FBgn0017545	RpS3A
FBtr0089175	RpS3A-RA	FBgn0017545	RpS3A
FBtr0100246	pan-RI	FBgn0085432	pan
FBtr0089159	pan-RB	FBgn0085432	pan
FBtr0308615	pan-RQ	FBgn0085432	pan
FBtr0334301	pan-RS	FBgn0085432	pan
FBtr0100245	pan-RH	FBgn0085432	pan
FBtr0089161	pan-RA	FBgn0085432	pan
FBtr0309803	pan-RR	FBgn0085432	pan
FBtr0089162	pan-RD	FBgn0085432	pan
FBti0062223-RA	FBti0062223	FBti0062223	FBti0062223
FBti0062225-RA	FBti0062225	FBti0062225	FBti0062225
FBti0019473-RA	FBti0019473	FBti0019473	FBti0019473
FBti0062226-RA	FBti0062226	FBti0062226	FBti0062226
FBti0062227-RA	FBti0062227	FBti0062227	FBti0062227
FBtr0112657	pan-RJ	FBgn0085432	pan
FBti0063398-RA	FBti0063398	FBti0063398	FBti0063398
FBti0062229-RA	FBti0062229	FBti0062229	FBti0062229
FBti0062812-RA	FBti0062812	FBti0062812	FBti0062812
FBti0062228-RA	FBti0062228	FBti0062228	FBti0062228
FBti0062813-RA	FBti0062813	FBti0062813	FBti0062813
FBti0063396-RA	FBti0063396	FBti0063396	FBti0063396
FBti0062230-RA	FBti0062230	FBti0062230	FBti0062230
FBti0062231-RA	FBti0062231	FBti0062231	FBti0062231
FBti0020406-RA	FBti0020406	FBti0020406	FBti0020406
FBtr0300497	Ank-RE	FBgn0011747	Ank
FBtr0089173	Ank-RB	FBgn0011747	Ank
FBtr0089172	Ank-RD	FBgn0011747	Ank
FBtr0089171	Ank-RC	FBgn0011747	Ank
FBti0062232-RA	FBti0062232	FBti0062232	FBti0062232
FBti0063369-RA	FBti0063369	FBti0063369	FBti0063369
FBti0062857-RA	FBti0062857	FBti0062857	FBti0062857
FBti0062827-RA	FBti0062827	FBti0062827	FBti0062827
FBti0019474-RA	FBti0019474	FBti0019474	FBti0019474
FBti0063370-RA	FBti0063370	FBti0063370	FBti0063370
FBti0063371-RA	FBti0063371	FBti0063371	FBti0063371
FBti0062701-RA	FBti0062701	FBti0062701	FBti0062701
FBti0019475-RA	FBti0019475	FBti0019475	FBti0019475
FBti0062704-RA	FBti0062704	FBti0062704	FBti0062704
FBti0063376-RA	FBti0063376	FBti0063376	FBti0063376
FBti0063373-RA	FBti0063373	FBti0063373	FBti0063373
FBtr0113417	anne-RH	FBgn0052000	anne
FBtr0089445	anne-RE	FBgn0052000	anne
FBtr0089446	anne-RC	FBgn0052000	anne
FBtr0089447	anne-RD	FBgn0052000	anne
FBtr0089451	anne-RG	FBgn0052000	anne
FBtr0333703	lncRNA:CR43956-RA	FBgn0264616	lncRNA:CR43956
FBtr0333161	anne-RI	FBgn0052000	anne
FBti0062710-RA	FBti0062710	FBti0062710	FBti0062710
FBtr0089448	anne-RB	FBgn0052000	anne
FBtr0089449	anne-RA	FBgn0052000	anne
FBtr0089450	anne-RF	FBgn0052000	anne
FBti0062712-RA	FBti0062712	FBti0062712	FBti0062712
FBti0062831-RA	FBti0062831	FBti0062831	FBti0062831
FBti0062714-RA	FBti0062714	FBti0062714	FBti0062714
FBti0062716-RA	FBti0062716	FBti0062716	FBti0062716
FBti0062718-RA	FBti0062718	FBti0062718	FBti0062718
FBti0062720-RA	FBti0062720	FBti0062720	FBti0062720
FBti0019476-RA	FBti0019476	FBti0019476	FBti0019476
FBti0062880-RA	FBti0062880	FBti0062880	FBti0062880
FBti0062733-RA	FBti0062733	FBti0062733	FBti0062733
FBti0062736-RA	FBti0062736	FBti0062736	FBti0062736
FBtr0089170	CG32006-RA	FBgn0052006	CG32006
FBtr0345283	CG31997-RB	FBgn0051997	CG31997
FBtr0089154	CG31997-RA	FBgn0051997	CG31997
FBtr0310435	CG33978-RD	FBgn0053978	CG33978
FBtr0310437	CG33978-RF	FBgn0053978	CG33978
FBtr0334300	CG33978-RG	FBgn0053978	CG33978
FBti0062833-RA	FBti0062833	FBti0062833	FBti0062833
FBti0063372-RA	FBti0063372	FBti0063372	FBti0063372
FBtr0308251	CG33978-RC	FBgn0053978	CG33978
FBtr0310436	CG33978-RE	FBgn0053978	CG33978
FBtr0345198	asRNA:CR45198-RA	FBgn0266725	asRNA:CR45198
FBtr0308248	Arl4-RB	FBgn0039889	Arl4
FBtr0333677	Arl4-RC	FBgn0039889	Arl4
FBtr0089153	Arl4-RA	FBgn0039889	Arl4
FBti0062898-RA	FBti0062898	FBti0062898	FBti0062898
FBtr0479982	lncRNA:CR46488-RA	FBgn0287619	lncRNA:CR46488
FBti0059678-RA	FBti0059678	FBti0059678	FBti0059678
FBtr0479983	lncRNA:CR46488-RB	FBgn0287619	lncRNA:CR46488
FBti0059680-RA	FBti0059680	FBti0059680	FBti0059680
FBtr0089148	ABCD-RB	FBgn0039890	ABCD
FBtr0089150	ABCD-RA	FBgn0039890	ABCD
FBtr0089149	ABCD-RG	FBgn0039890	ABCD
FBtr0308247	ABCD-RH	FBgn0039890	ABCD
FBtr0089147	ABCD-RC	FBgn0039890	ABCD
FBtr0089146	ABCD-RD	FBgn0039890	ABCD
FBti0062900-RA	FBti0062900	FBti0062900	FBti0062900
FBti0062902-RA	FBti0062902	FBti0062902	FBti0062902
FBti0062903-RA	FBti0062903	FBti0062903	FBti0062903
FBti0063399-RA	FBti0063399	FBti0063399	FBti0063399
FBti0062905-RA	FBti0062905	FBti0062905	FBti0062905
FBtr0340500	lncRNA:CR44441-RA	FBgn0265634	lncRNA:CR44441
FBti0062906-RA	FBti0062906	FBti0062906	FBti0062906
FBtr0308249	CG31998-RB	FBgn0051998	CG31998
FBtr0089145	CG31998-RA	FBgn0051998	CG31998
FBti0062907-RA	FBti0062907	FBti0062907	FBti0062907
FBti0063452-RA	FBti0063452	FBti0063452	FBti0063452
FBti0059764-RA	FBti0059764	FBti0059764	FBti0059764
FBti0020407-RA	FBti0020407	FBti0020407	FBti0020407
FBti0063543-RA	FBti0063543	FBti0063543	FBti0063543
FBti0059679-RA	FBti0059679	FBti0059679	FBti0059679
FBti0059681-RA	FBti0059681	FBti0059681	FBti0059681
FBtr0345064	Crk-RG	FBgn0024811	Crk
FBtr0308256	Crk-RE	FBgn0024811	Crk
FBtr0304871	Crk-RD	FBgn0024811	Crk
FBtr0089114	Crk-RB	FBgn0024811	Crk
FBtr0345065	Crk-RH	FBgn0024811	Crk
FBtr0089113	Crk-RA	FBgn0024811	Crk
FBtr0089112	Crk-RC	FBgn0024811	Crk
FBti0062908-RA	FBti0062908	FBti0062908	FBti0062908
FBti0062909-RA	FBti0062909	FBti0062909	FBti0062909
FBti0063548-RA	FBti0063548	FBti0063548	FBti0063548
FBti0063420-RA	FBti0063420	FBti0063420	FBti0063420
FBti0063419-RA	FBti0063419	FBti0063419	FBti0063419
FBtr0089144	CG31999-RA	FBgn0051999	CG31999
FBtr0344870	CG31999-RC	FBgn0051999	CG31999
FBtr0475061	CR46405-RA	FBgn0286883	CR46405
FBti0063519-RA	FBti0063519	FBti0063519	FBti0063519
FBti0062916-RA	FBti0062916	FBti0062916	FBti0062916
FBti0063434-RA	FBti0063434	FBti0063434	FBti0063434
FBti0062918-RA	FBti0062918	FBti0062918	FBti0062918
FBti0063516-RA	FBti0063516	FBti0063516	FBti0063516
FBti0019480-RA	FBti0019480	FBti0019480	FBti0019480
FBtr0089115	yellow-h-RA	FBgn0039896	yellow-h
FBti0062920-RA	FBti0062920	FBti0062920	FBti0062920
FBtr0347294	asRNA:CR46065-RA	FBgn0267734	asRNA:CR46065
FBti0062922-RA	FBti0062922	FBti0062922	FBti0062922
FBti0062924-RA	FBti0062924	FBti0062924	FBti0062924
FBtr0089116	CG1674-RB	FBgn0039897	CG1674
FBtr0333671	CG1674-RM	FBgn0039897	CG1674
FBtr0300796	CG1674-RE	FBgn0039897	CG1674
FBtr0308087	CG1674-RL	FBgn0039897	CG1674
FBtr0308086	CG1674-RK	FBgn0039897	CG1674
FBtr0300800	CG1674-RJ	FBgn0039897	CG1674
FBtr0300799	CG1674-RI	FBgn0039897	CG1674
FBtr0089119	CG1674-RD	FBgn0039897	CG1674
FBtr0300798	CG1674-RH	FBgn0039897	CG1674
FBtr0300797	CG1674-RF	FBgn0039897	CG1674
FBti0062926-RA	FBti0062926	FBti0062926	FBti0062926
FBti0063400-RA	FBti0063400	FBti0063400	FBti0063400
FBti0063402-RA	FBti0063402	FBti0063402	FBti0063402
FBtr0334409	dpr7-RG	FBgn0053481	dpr7
FBtr0334408	dpr7-RF	FBgn0053481	dpr7
FBti0059682-RA	FBti0059682	FBti0059682	FBti0059682
FBti0063530-RA	FBti0063530	FBti0063530	FBti0063530
FBti0063421-RA	FBti0063421	FBti0063421	FBti0063421
FBti0063375-RA	FBti0063375	FBti0063375	FBti0063375
FBti0063378-RA	FBti0063378	FBti0063378	FBti0063378
FBtr0334407	RhoGAP102A-RF	FBgn0259216	RhoGAP102A
FBtr0299723	RhoGAP102A-RE	FBgn0259216	RhoGAP102A
FBtr0299722	RhoGAP102A-RC	FBgn0259216	RhoGAP102A
FBtr0308691	RhoGAP102A-RD	FBgn0259216	RhoGAP102A
FBti0063379-RA	FBti0063379	FBti0063379	FBti0063379
FBti0063380-RA	FBti0063380	FBti0063380	FBti0063380
FBti0063382-RA	FBti0063382	FBti0063382	FBti0063382
FBti0019482-RA	FBti0019482	FBti0019482	FBti0019482
FBtr0333678	NfI-RC	FBgn0042696	NfI
FBtr0089141	NfI-RB	FBgn0042696	NfI
FBti0063383-RA	FBti0063383	FBti0063383	FBti0063383
FBti0063384-RA	FBti0063384	FBti0063384	FBti0063384
FBtr0334476	lncRNA:CR44023-RA	FBgn0264793	lncRNA:CR44023
FBti0063387-RA	FBti0063387	FBti0063387	FBti0063387
FBtr0305658	Syt7-RI	FBgn0039900	Syt7
FBtr0343990	Syt7-RM	FBgn0039900	Syt7
FBtr0089134	Syt7-RB	FBgn0039900	Syt7
FBtr0089137	Syt7-RA	FBgn0039900	Syt7
FBtr0089139	Syt7-RF	FBgn0039900	Syt7
FBti0020410-RA	FBti0020410	FBti0020410	FBti0020410
FBti0019483-RA	FBti0019483	FBti0019483	FBti0019483
FBti0063388-RA	FBti0063388	FBti0063388	FBti0063388
FBti0019484-RA	FBti0019484	FBti0019484	FBti0019484
FBti0063523-RA	FBti0063523	FBti0063523	FBti0063523
FBti0059766-RA	FBti0059766	FBti0059766	FBti0059766
FBti0020412-RA	FBti0020412	FBti0020412	FBti0020412
FBti0020414-RA	FBti0020414	FBti0020414	FBti0020414
FBti0063401-RA	FBti0063401	FBti0063401	FBti0063401
FBti0063403-RA	FBti0063403	FBti0063403	FBti0063403
FBti0020415-RA	FBti0020415	FBti0020415	FBti0020415
FBtr0333679	Rad23-RC	FBgn0026777	Rad23
FBtr0089121	Rad23-RB	FBgn0026777	Rad23
FBtr0089122	Rad23-RA	FBgn0026777	Rad23
FBti0063404-RA	FBti0063404	FBti0063404	FBti0063404
FBtr0340653	Zip102B-RF	FBgn0039902	Zip102B
FBtr0333681	Zip102B-RD	FBgn0039902	Zip102B
FBtr0340652	Zip102B-RE	FBgn0039902	Zip102B
FBtr0089133	Zip102B-RB	FBgn0039902	Zip102B
FBtr0089123	CG32850-RA	FBgn0052850	CG32850
FBtr0333680	CG32850-RB	FBgn0052850	CG32850
FBti0063405-RA	FBti0063405	FBti0063405	FBti0063405
FBti0019485-RA	FBti0019485	FBti0019485	FBti0019485
FBti0020416-RA	FBti0020416	FBti0020416	FBti0020416
FBtr0304048	PMCA-RQ	FBgn0259214	PMCA
FBtr0300555	PMCA-RJ	FBgn0259214	PMCA
FBtr0304046	PMCA-RO	FBgn0259214	PMCA
FBtr0300556	PMCA-RK	FBgn0259214	PMCA
FBtr0300554	PMCA-RI	FBgn0259214	PMCA
FBtr0304049	PMCA-RR	FBgn0259214	PMCA
FBtr0300557	PMCA-RL	FBgn0259214	PMCA
FBtr0304047	PMCA-RP	FBgn0259214	PMCA
FBtr0304050	PMCA-RS	FBgn0259214	PMCA
FBtr0300558	PMCA-RM	FBgn0259214	PMCA
FBti0063406-RA	FBti0063406	FBti0063406	FBti0063406
FBti0063408-RA	FBti0063408	FBti0063408	FBti0063408
FBtr0300559	PMCA-RN	FBgn0259214	PMCA
FBti0063410-RA	FBti0063410	FBti0063410	FBti0063410
FBti0063411-RA	FBti0063411	FBti0063411	FBti0063411
FBti0063413-RA	FBti0063413	FBti0063413	FBti0063413
FBti0020417-RA	FBti0020417	FBti0020417	FBti0020417
FBti0063517-RA	FBti0063517	FBti0063517	FBti0063517
FBti0063414-RA	FBti0063414	FBti0063414	FBti0063414
FBti0063451-RA	FBti0063451	FBti0063451	FBti0063451
FBti0063422-RA	FBti0063422	FBti0063422	FBti0063422
FBti0063424-RA	FBti0063424	FBti0063424	FBti0063424
FBtr0307379	Hcf-RE	FBgn0039904	Hcf
FBtr0345284	Hcf-RG	FBgn0039904	Hcf
FBtr0089125	Hcf-RB	FBgn0039904	Hcf
FBtr0334479	Hcf-RF	FBgn0039904	Hcf
FBtr0089126	Hcf-RA	FBgn0039904	Hcf
FBti0063426-RA	FBti0063426	FBti0063426	FBti0063426
FBti0063427-RA	FBti0063427	FBti0063427	FBti0063427
FBti0063429-RA	FBti0063429	FBti0063429	FBti0063429
FBti0063549-RA	FBti0063549	FBti0063549	FBti0063549
FBti0020418-RA	FBti0020418	FBti0020418	FBti0020418
FBti0064130-RA	FBti0064130	FBti0064130	FBti0064130
FBti0063570-RA	FBti0063570	FBti0063570	FBti0063570
FBti0063423-RA	FBti0063423	FBti0063423	FBti0063423
FBti0020419-RA	FBti0020419	FBti0020419	FBti0020419
FBti0063572-RA	FBti0063572	FBti0063572	FBti0063572
FBtr0307044	dati-RD	FBgn0262636	dati
FBtr0089128	dati-RA	FBgn0262636	dati
FBtr0089129	dati-RB	FBgn0262636	dati
FBtr0307043	dati-RC	FBgn0262636	dati
FBti0063573-RA	FBti0063573	FBti0063573	FBti0063573
FBtr0344901	lncRNA:CR45125-RA	FBgn0266618	lncRNA:CR45125
FBti0063574-RA	FBti0063574	FBti0063574	FBti0063574
FBti0063575-RA	FBti0063575	FBti0063575	FBti0063575
FBti0063576-RA	FBti0063576	FBti0063576	FBti0063576
FBti0063577-RA	FBti0063577	FBti0063577	FBti0063577
FBti0063578-RA	FBti0063578	FBti0063578	FBti0063578
FBti0063590-RA	FBti0063590	FBti0063590	FBti0063590
FBtr0334480	asRNA:CR44027-RA	FBgn0264819	asRNA:CR44027
FBtr0445477	mir-9385-RM	FBgn0283557	mir-9385
FBtr0445479	mir-9385-RB	FBtr0445479_df_nrg	FBtr0445479_df_nrg
FBtr0445478	mir-9385-RA	FBtr0445478_df_nrg	FBtr0445478_df_nrg
FBti0063591-RA	FBti0063591	FBti0063591	FBti0063591
FBti0063593-RA	FBti0063593	FBti0063593	FBti0063593
FBti0063595-RA	FBti0063595	FBti0063595	FBti0063595
FBti0063597-RA	FBti0063597	FBti0063597	FBti0063597
FBti0063599-RA	FBti0063599	FBti0063599	FBti0063599
FBti0063601-RA	FBti0063601	FBti0063601	FBti0063601
FBti0063550-RA	FBti0063550	FBti0063550	FBti0063550
FBti0020420-RA	FBti0020420	FBti0020420	FBti0020420
FBti0064112-RA	FBti0064112	FBti0064112	FBti0064112
FBti0020421-RA	FBti0020421	FBti0020421	FBti0020421
FBti0064113-RA	FBti0064113	FBti0064113	FBti0064113
FBti0063553-RA	FBti0063553	FBti0063553	FBti0063553
FBti0064115-RA	FBti0064115	FBti0064115	FBti0064115
FBti0063603-RA	FBti0063603	FBti0063603	FBti0063603
FBti0063605-RA	FBti0063605	FBti0063605	FBti0063605
FBti0019486-RA	FBti0019486	FBti0019486	FBti0019486
FBti0063607-RA	FBti0063607	FBti0063607	FBti0063607
FBti0063972-RA	FBti0063972	FBti0063972	FBti0063972
FBtr0309072	lncRNA:CR43437-RA	FBgn0263385	lncRNA:CR43437
FBtr0334481	lncRNA:CR44024-RA	FBgn0264794	lncRNA:CR44024
FBti0063973-RA	FBti0063973	FBti0063973	FBti0063973
FBti0064132-RA	FBti0064132	FBti0064132	FBti0064132
FBti0063425-RA	FBti0063425	FBti0063425	FBti0063425
FBti0059688-RA	FBti0059688	FBti0059688	FBti0059688
FBti0059689-RA	FBti0059689	FBti0059689	FBti0059689
FBti0019489-RA	FBti0019489	FBti0019489	FBti0019489
FBti0064173-RA	FBti0064173	FBti0064173	FBti0064173
FBti0063974-RA	FBti0063974	FBti0063974	FBti0063974
FBtr0089111	lgs-RA	FBgn0039907	lgs
FBtr0089063	CaMKI-RH	FBgn0016126	CaMKI
FBtr0089065	CaMKI-RG	FBgn0016126	CaMKI
FBtr0333670	CaMKI-RI	FBgn0016126	CaMKI
FBtr0089069	CaMKI-RB	FBgn0016126	CaMKI
FBtr0089067	CaMKI-RA	FBgn0016126	CaMKI
FBti0063975-RA	FBti0063975	FBti0063975	FBti0063975
FBti0063977-RA	FBti0063977	FBti0063977	FBti0063977
FBti0063979-RA	FBti0063979	FBti0063979	FBti0063979
FBti0020422-RA	FBti0020422	FBti0020422	FBti0020422
FBti0063980-RA	FBti0063980	FBti0063980	FBti0063980
FBti0063981-RA	FBti0063981	FBti0063981	FBti0063981
FBti0064154-RA	FBti0064154	FBti0064154	FBti0064154
FBti0064134-RA	FBti0064134	FBti0064134	FBti0064134
FBti0064159-RA	FBti0064159	FBti0064159	FBti0064159
FBti0020423-RA	FBti0020423	FBti0020423	FBti0020423
FBti0063991-RA	FBti0063991	FBti0063991	FBti0063991
FBtr0344902	asRNA:CR45126-RA	FBgn0266619	asRNA:CR45126
FBtr0089110	bip2-RA	FBgn0026262	bip2
FBti0063992-RA	FBti0063992	FBti0063992	FBti0063992
FBtr0452090	CG33941-RF	FBgn0262731	CG33941
FBti0063443-RA	FBti0063443	FBti0063443	FBti0063443
FBtr0332906	Asator-RI	FBgn0039908	Asator
FBtr0332905	Asator-RH	FBgn0039908	Asator
FBtr0300342	Asator-RD	FBgn0039908	Asator
FBtr0300344	Asator-RF	FBgn0039908	Asator
FBtr0344869	Asator-RL	FBgn0039908	Asator
FBtr0332907	Asator-RJ	FBgn0039908	Asator
FBtr0332908	Asator-RK	FBgn0039908	Asator
FBtr0332904	Asator-RG	FBgn0039908	Asator
FBtr0300343	Asator-RE	FBgn0039908	Asator
FBti0019492-RA	FBti0019492	FBti0019492	FBti0019492
FBti0063993-RA	FBti0063993	FBti0063993	FBti0063993
FBti0063995-RA	FBti0063995	FBti0063995	FBti0063995
FBti0063997-RA	FBti0063997	FBti0063997	FBti0063997
FBti0063998-RA	FBti0063998	FBti0063998	FBti0063998
FBti0063999-RA	FBti0063999	FBti0063999	FBti0063999
FBti0064000-RA	FBti0064000	FBti0064000	FBti0064000
FBti0064001-RA	FBti0064001	FBti0064001	FBti0064001
FBti0064003-RA	FBti0064003	FBti0064003	FBti0064003
FBti0064013-RA	FBti0064013	FBti0064013	FBti0064013
FBti0064014-RA	FBti0064014	FBti0064014	FBti0064014
FBti0064015-RA	FBti0064015	FBti0064015	FBti0064015
FBtr0089070	zfh2-RA	FBgn0004607	zfh2
FBtr0332913	zfh2-RC	FBgn0004607	zfh2
FBtr0307167	zfh2-RB	FBgn0004607	zfh2
FBti0064016-RA	FBti0064016	FBti0064016	FBti0064016
FBti0064152-RA	FBti0064152	FBti0064152	FBti0064152
FBti0064017-RA	FBti0064017	FBti0064017	FBti0064017
FBti0064018-RA	FBti0064018	FBti0064018	FBti0064018
FBti0064019-RA	FBti0064019	FBti0064019	FBti0064019
FBti0020424-RA	FBti0020424	FBti0020424	FBti0020424
FBti0064020-RA	FBti0064020	FBti0064020	FBti0064020
FBti0064021-RA	FBti0064021	FBti0064021	FBti0064021
FBti0064023-RA	FBti0064023	FBti0064023	FBti0064023
FBti0063444-RA	FBti0063444	FBti0063444	FBti0063444
FBti0063445-RA	FBti0063445	FBti0063445	FBti0063445
FBti0064033-RA	FBti0064033	FBti0064033	FBti0064033
FBti0064153-RA	FBti0064153	FBti0064153	FBti0064153
FBti0064034-RA	FBti0064034	FBti0064034	FBti0064034
FBti0064035-RA	FBti0064035	FBti0064035	FBti0064035
FBti0064036-RA	FBti0064036	FBti0064036	FBti0064036
FBti0064039-RA	FBti0064039	FBti0064039	FBti0064039
FBtr0345197	Thd1-RC	FBgn0026869	Thd1
FBtr0333706	Thd1-RB	FBgn0026869	Thd1
FBti0064041-RA	FBti0064041	FBti0064041	FBti0064041
FBti0064042-RA	FBti0064042	FBti0064042	FBti0064042
FBti0064044-RA	FBti0064044	FBti0064044	FBti0064044
FBti0064062-RA	FBti0064062	FBti0064062	FBti0064062
FBti0064063-RA	FBti0064063	FBti0064063	FBti0064063
FBti0064064-RA	FBti0064064	FBti0064064	FBti0064064
FBtr0089106	Thd1-RA	FBgn0026869	Thd1
FBti0064066-RA	FBti0064066	FBti0064066	FBti0064066
FBti0064068-RA	FBti0064068	FBti0064068	FBti0064068
FBti0064070-RA	FBti0064070	FBti0064070	FBti0064070
FBtr0333707	lncRNA:CR43958-RA	FBgn0264618	lncRNA:CR43958
FBtr0089996	Pur-alpha-RA	FBgn0022361	Pur-alpha
FBtr0089995	Pur-alpha-RB	FBgn0022361	Pur-alpha
FBtr0310639	Pur-alpha-RF	FBgn0022361	Pur-alpha
FBtr0089994	Pur-alpha-RC	FBgn0022361	Pur-alpha
FBtr0310640	Pur-alpha-RG	FBgn0022361	Pur-alpha
FBtr0089993	Pur-alpha-RD	FBgn0022361	Pur-alpha
FBtr0310638	Pur-alpha-RE	FBgn0022361	Pur-alpha
FBti0020425-RA	FBti0020425	FBti0020425	FBti0020425
FBti0064177-RA	FBti0064177	FBti0064177	FBti0064177
FBtr0333676	ND-49-RB	FBgn0039909	ND-49
FBtr0089105	ND-49-RA	FBgn0039909	ND-49
FBti0060067-RA	FBti0060067	FBti0060067	FBti0060067
FBtr0089077	Ephrin-RC	FBgn0040324	Ephrin
FBtr0089075	Ephrin-RA	FBgn0040324	Ephrin
FBtr0089076	Ephrin-RB	FBgn0040324	Ephrin
FBti0064178-RA	FBti0064178	FBti0064178	FBti0064178
FBti0063446-RA	FBti0063446	FBti0063446	FBti0063446
FBti0063447-RA	FBti0063447	FBti0063447	FBti0063447
FBti0064179-RA	FBti0064179	FBti0064179	FBti0064179
FBtr0089079	CG1909-RA	FBgn0039911	CG1909
FBtr0089080	CG1909-RB	FBgn0039911	CG1909
FBti0064180-RA	FBti0064180	FBti0064180	FBti0064180
FBti0063448-RA	FBti0063448	FBti0063448	FBti0063448
FBti0019493-RA	FBti0019493	FBti0019493	FBti0019493
FBti0059962-RA	FBti0059962	FBti0059962	FBti0059962
FBtr0345199	lncRNA:CR45199-RA	FBgn0266726	lncRNA:CR45199
FBtr0310610	onecut-RB	FBgn0028996	onecut
FBtr0089104	onecut-RA	FBgn0028996	onecut
FBti0059963-RA	FBti0059963	FBti0059963	FBti0059963
FBti0059964-RA	FBti0059964	FBti0059964	FBti0059964
FBti0059965-RA	FBti0059965	FBti0059965	FBti0059965
FBti0059966-RA	FBti0059966	FBti0059966	FBti0059966
FBti0060083-RA	FBti0060083	FBti0060083	FBti0060083
FBtr0089083	Eph-RB	FBgn0025936	Eph
FBtr0301285	Eph-RF	FBgn0025936	Eph
FBtr0089086	Eph-RE	FBgn0025936	Eph
FBtr0089084	Eph-RC	FBgn0025936	Eph
FBtr0089085	Eph-RD	FBgn0025936	Eph
FBtr0089082	Eph-RA	FBgn0025936	Eph
FBti0019494-RA	FBti0019494	FBti0019494	FBti0019494
FBti0059967-RA	FBti0059967	FBti0059967	FBti0059967
FBti0059968-RA	FBti0059968	FBti0059968	FBti0059968
